"","Z"
"11243",5.687
"11244",5.994
"11245",3.881
"11246",4.597
"11247",5.035
"11248",5.239
"11249",4.401
"11250",4.603
"11251",4.402
"11252",3.874
"11253",3.795
"11254",3.958
"11255",4.663
"11256",5.076
"11257",5.521
"11258",4.644
"11259",3.213
"11260",3.018
"11261",3.139
"11262",4.057
"11263",4.033
"11264",4.101
"11265",3.815
"11266",3.428
"11267",2.721
"11268",3.5
"11269",3.974
"11270",3.99
"11271",4.145
"11272",3.928
"11273",3.246
"11274",3.405
"11275",2.97
"11276",3.724
"11277",3.836
"11278",4.024
"11279",4.245
"11280",4.173
"11281",3.429
"11282",3.333
"11283",4.243
"11284",4.407
"11285",4.437
"11286",5.432
"11287",5.684
"11288",4.526
"11289",3.332
"11290",3.595
"11291",4.717
"11292",5.075
"11293",4.579
"11294",4.033
"11295",4.061
"11296",3.763
"11297",2.565
"11298",3.308
"11299",4.83
"11300",4.778
"11301",5.019
"11302",4.8
"11303",4.065
"11304",3.905
"11305",2.869
"11306",3.555
"11307",4.198
"11308",4.579
"11309",5.063
"11310",1.451
"11311",4.982
"11312",4.746
"11313",2.086
"11318",6.319
"11319",6.618
"11320",2.748
"11321",4.996
"11322",4.377
"11323",5.383
"11324",4.257
"11325",5.251
"11326",6.266
"11327",4.58
"11328",4.879
"11329",4.774
"11330",5.036
"11331",4.086
"11332",4.257
"11333",4.024
"11334",3.959
"11335",4.46
"11336",4.216
"11337",5.055
"11338",5.464
"11339",5.065
"11340",5.099
"11341",3.488
"11342",3.432
"11343",3.616
"11344",4.088
"11345",4.21
"11346",4.339
"11347",3.756
"11348",4.645
"11349",3.65
"11350",3.192
"11351",3.137
"11352",3.488
"11353",3.81
"11354",4.014
"11355",3.991
"11356",3.879
"11357",3.248
"11358",3.696
"11359",3.972
"11360",4.11
"11361",4.66
"11362",4.073
"11363",3.037
"11364",3.281
"11365",4.3
"11366",4.365
"11367",4.58
"11368",5.213
"11369",5.461
"11370",4.91
"11371",4.007
"11372",4.249
"11373",4.277
"11374",4.43
"11375",4.527
"11376",4.189
"11377",4.112
"11378",3.863
"11379",3.21
"11380",4.065
"11381",4.482
"11382",4.881
"11383",4.959
"11384",4.993
"11385",4.094
"11386",4.119
"11387",3.564
"11388",3.913
"11389",4.559
"11390",4.799
"11391",4.926
"11392",5.241
"11393",5.758
"11394",3.537
"11395",2.078
"11400",6.002
"11401",4.334
"11402",2.893
"11403",4.282
"11404",3.955
"11405",4.503
"11406",5.371
"11407",5.252
"11408",5.522
"11409",5.366
"11410",4.938
"11411",4.472
"11412",4.473
"11413",4.559
"11414",4.032
"11415",4.062
"11416",4.106
"11417",4.471
"11418",4.491
"11419",5.305
"11420",5.314
"11421",4.555
"11422",4.888
"11423",4.207
"11424",3.428
"11425",3.132
"11426",3.876
"11427",4.126
"11428",3.934
"11429",4.302
"11430",4.87
"11431",4.707
"11432",4.01
"11433",2.891
"11434",3.404
"11435",4.207
"11436",4.301
"11437",4.444
"11438",1.265
"11439",2.219
"11440",3.345
"11441",3.717
"11442",4.132
"11443",4.29
"11444",3.925
"11445",3.035
"11446",3.411
"11447",3.863
"11448",4.128
"11449",4.425
"11450",5.18
"11451",4.937
"11452",4.845
"11453",4.568
"11454",3.8
"11455",4.022
"11456",4.084
"11457",4.226
"11458",1.274
"11459",4.302
"11460",4.543
"11461",3.898
"11462",3.123
"11463",2.531
"11464",3.844
"11465",2.808
"11466",3.738
"11467",3.943
"11468",5.06
"11469",4.7
"11470",4.087
"11471",4.301
"11472",4.461
"11473",4.897
"11474",4.587
"11475",5.207
"11476",1.036
"11477",1.237
"11482",6.024
"11483",3.736
"11484",3.93
"11485",4.437
"11486",5.1
"11487",5.422
"11488",5.224
"11489",5.38
"11490",5.717
"11491",4.297
"11492",4.066
"11493",4.039
"11494",2.548
"11495",4.856
"11496",4.266
"11497",4.391
"11498",4.365
"11499",4.257
"11500",5.032
"11501",5.243
"11502",4.69
"11503",3.826
"11504",0.588
"11505",3.437
"11506",3.813
"11507",2.621
"11508",2.966
"11509",3.716
"11510",4.904
"11511",4.214
"11512",4.833
"11513",4.372
"11514",4.028
"11515",3.887
"11516",3.607
"11517",4.099
"11518",4.239
"11519",4.147
"11520",3.698
"11521",3.692
"11522",3.636
"11523",3.017
"11524",3.145
"11525",3.298
"11526",3.335
"11527",3.406
"11528",3.755
"11529",4.177
"11530",4.095
"11531",4.308
"11532",5.309
"11533",4.804
"11534",4.287
"11535",3.945
"11536",3.538
"11537",3.383
"11538",3.677
"11539",0.149
"11540",3.344
"11541",4.365
"11542",4.967
"11543",3.999
"11544",3.717
"11545",2.622
"11546",2.7
"11547",3.487
"11548",3.852
"11549",4.167
"11550",5.457
"11551",4.449
"11552",2.115
"11553",3.287
"11554",3.858
"11555",4.184
"11556",4.187
"11557",3.975
"11558",3.565
"11559",0.295
"11564",5.792
"11565",4.034
"11566",5.618
"11567",5.803
"11568",5.268
"11569",4.601
"11570",5.391
"11571",5.246
"11572",5.218
"11573",5.053
"11574",4.76
"11575",3.978
"11576",4.171
"11577",4.945
"11578",4.585
"11579",4.393
"11580",5.422
"11581",3.64
"11582",1.043
"11583",4.808
"11584",3.608
"11585",3.61
"11586",5.059
"11587",5.618
"11588",5.43
"11589",4.368
"11590",4.284
"11591",3.836
"11592",4.678
"11593",4.757
"11594",4.213
"11595",4.082
"11596",4
"11597",4.102
"11598",3.869
"11599",3.752
"11600",4.077
"11601",4.251
"11602",4.249
"11603",4.247
"11604",3.613
"11605",0.891
"11606",2.558
"11607",2.687
"11608",3.69
"11609",4.024
"11610",3.986
"11611",4.49
"11612",3.826
"11613",4.244
"11614",4.406
"11615",4.476
"11616",3.748
"11617",3.309
"11618",2.859
"11619",2.287
"11620",1.567
"11621",0.356
"11622",3.899
"11623",4.545
"11624",3.954
"11625",4.944
"11626",4.005
"11627",2.996
"11628",3.099
"11629",3.843
"11630",3.531
"11631",1.461
"11632",5.44
"11633",4.765
"11634",3.223
"11635",2.225
"11636",2.554
"11637",3.143
"11638",3.562
"11639",4.28
"11640",4.351
"11641",3.401
"11646",4.699
"11647",1.978
"11648",4.448
"11649",4.754
"11650",4.631
"11651",2.89
"11652",1.752
"11653",4.8
"11654",4.613
"11655",5.409
"11656",4.856
"11657",4.754
"11658",4.512
"11659",4.481
"11660",4.822
"11661",0.641
"11662",4.692
"11663",2.503
"11664",3.979
"11665",4.072
"11666",3.447
"11667",4.453
"11668",5.23
"11669",5.639
"11670",5.63
"11671",5.463
"11672",5.28
"11673",4.6
"11674",4.446
"11675",4.182
"11676",4.428
"11677",3.759
"11678",3.779
"11679",3.904
"11680",3.678
"11681",2.763
"11682",3.545
"11683",3.426
"11684",3.937
"11685",4.11
"11686",3.666
"11687",3.522
"11688",1.365
"11689",2.623
"11690",3.901
"11691",4.429
"11692",4.351
"11693",4.512
"11694",4.493
"11695",3.675
"11696",1.957
"11697",4.311
"11698",3.55
"11699",2.712
"11700",1.789
"11701",1.036
"11702",0.191
"11703",0.088
"11704",2.698
"11705",4.488
"11706",2.181
"11707",3.974
"11708",3.907
"11709",3.382
"11710",3.264
"11711",3.812
"11712",4.365
"11713",4.863
"11714",4.99
"11715",5.003
"11716",4.578
"11717",4.5
"11718",4.07
"11719",3.558
"11720",4.646
"11721",4.894
"11722",4.412
"11723",4.654
"11728",6.106
"11729",5.08
"11730",5.728
"11731",5.718
"11732",2.897
"11733",3.205
"11734",4.334
"11735",3.918
"11736",4.048
"11737",5.674
"11738",5.179
"11739",4.922
"11740",4.929
"11741",4.672
"11742",4.885
"11743",4.424
"11744",4.508
"11745",4.348
"11746",4.115
"11747",4.24
"11748",2.867
"11749",0.984
"11750",5.042
"11751",5.457
"11752",5.391
"11753",5.165
"11754",5.141
"11755",4.163
"11756",3.945
"11757",3.59
"11758",3.387
"11759",1.503
"11760",3.887
"11761",4.194
"11762",3.774
"11763",1.677
"11764",2.54
"11765",2.869
"11766",3.595
"11767",3.369
"11768",3.397
"11769",3.891
"11770",2.349
"11771",1.512
"11772",3.814
"11773",4.856
"11774",4.644
"11775",4.379
"11776",4.094
"11777",2.772
"11778",3.111
"11779",4.246
"11780",3.523
"11781",2.666
"11782",1.796
"11783",0.248
"11784",0.659
"11785",1.005
"11786",1.34
"11787",3.946
"11788",3.436
"11789",3.461
"11790",3.965
"11791",3.504
"11792",3.422
"11793",2.948
"11794",3.588
"11795",4.898
"11796",4.613
"11797",4.483
"11798",4.64
"11799",4.642
"11800",3.7
"11801",4.282
"11802",4.788
"11803",4.991
"11804",4.545
"11805",4.446
"11810",5.886
"11811",6.018
"11812",5.112
"11813",6.043
"11814",5.445
"11815",4.44
"11816",3.632
"11817",4.152
"11818",4.826
"11819",5.169
"11820",5.293
"11821",4.999
"11822",4.919
"11823",4.757
"11824",4.677
"11825",2.894
"11826",5.173
"11827",3.927
"11828",4.555
"11829",4.443
"11830",3.993
"11831",4.574
"11832",4.84
"11833",4.999
"11834",5.175
"11835",5.223
"11836",4.784
"11837",3.858
"11838",2.379
"11839",2.958
"11840",3.783
"11841",1.668
"11842",3.922
"11843",4.135
"11844",1.355
"11845",1.539
"11846",2.382
"11847",3.073
"11848",3.018
"11849",2.677
"11850",3.761
"11851",4.259
"11852",3.516
"11853",3.196
"11854",3.518
"11855",4.26
"11856",4.734
"11857",4.189
"11858",2.903
"11859",3.047
"11860",2.985
"11861",4.018
"11862",3.479
"11863",2.616
"11864",1.754
"11865",1.075
"11866",1.867
"11867",2.246
"11868",0.549
"11869",2.972
"11870",3.476
"11871",3.553
"11872",3.935
"11873",3.649
"11874",3.472
"11875",3.044
"11876",3.008
"11877",3.299
"11878",3.579
"11879",3.938
"11880",4.304
"11881",4.45
"11882",3.998
"11883",4.112
"11884",4.414
"11885",4.828
"11886",5.041
"11887",4.997
"11892",4.188
"11893",4.709
"11894",5.177
"11895",5.809
"11896",4.635
"11897",3.958
"11898",3.091
"11899",2.82
"11900",4.708
"11901",5.258
"11902",4.993
"11903",5.18
"11904",5.462
"11905",4.736
"11906",4.424
"11907",3.244
"11908",2.179
"11909",1.05
"11910",5.155
"11911",5.221
"11912",4.987
"11913",4.783
"11914",4.625
"11915",4.39
"11916",4.807
"11917",4.807
"11918",4.83
"11919",3.861
"11920",2.733
"11921",2.795
"11922",3.275
"11923",3.989
"11924",3.911
"11925",3.956
"11926",3.198
"11927",2.605
"11928",3.173
"11929",3.433
"11930",1.533
"11931",3.43
"11932",3.797
"11933",4.041
"11934",4.199
"11935",4.159
"11936",2.934
"11937",3.715
"11938",4.367
"11939",4.003
"11940",3.833
"11941",3.942
"11942",3.524
"11943",3.791
"11944",3.43
"11945",2.682
"11946",1.986
"11947",1.865
"11948",2.695
"11949",2.443
"11950",2.751
"11951",2.524
"11952",2.669
"11953",3.276
"11954",4.614
"11955",2.745
"11956",3.598
"11957",3.851
"11958",1.747
"11959",2.575
"11960",3.37
"11961",3.429
"11962",3.548
"11963",4.108
"11964",4.578
"11965",4.254
"11966",4.442
"11967",4.291
"11968",4.69
"11969",4.885
"11974",2.679
"11975",3.059
"11976",3.85
"11977",4.303
"11978",4.591
"11979",4.64
"11980",4.27
"11981",3.679
"11982",4.295
"11983",4.413
"11984",3.983
"11985",5.103
"11986",5.274
"11987",4.983
"11988",4.585
"11989",3.272
"11990",2.931
"11991",3.778
"11992",5.309
"11993",5.595
"11994",5.475
"11995",4.957
"11996",4.96
"11997",3.877
"11998",4.341
"11999",4.57
"12000",4.831
"12001",4.968
"12002",4.689
"12003",2.962
"12004",2.166
"12005",3.317
"12006",3.717
"12007",3.434
"12008",3.259
"12009",3.52
"12010",3.906
"12011",4.043
"12012",3.736
"12013",3.615
"12014",3.962
"12015",4.528
"12016",4.033
"12017",3.935
"12018",2.846
"12019",2.948
"12020",4.228
"12021",4.447
"12022",4.397
"12023",4.125
"12024",3.743
"12025",3.59
"12026",3.232
"12027",2.859
"12028",2.486
"12029",2.105
"12030",4.179
"12031",3.303
"12032",3.781
"12033",2.293
"12034",3.005
"12035",3.559
"12036",3.382
"12037",0.814
"12038",4.493
"12039",3.419
"12040",1.318
"12041",0.886
"12042",1.918
"12043",3.165
"12044",4.136
"12045",4.893
"12046",5.258
"12047",4.696
"12048",4.588
"12049",4.523
"12050",4.658
"12051",4.746
"12056",0.921
"12057",0.809
"12058",1.954
"12059",3.164
"12060",3.857
"12061",4.804
"12062",4.903
"12063",4.033
"12064",3.51
"12065",3.171
"12066",2.092
"12067",5.072
"12068",5.125
"12069",4.017
"12070",1.902
"12071",3.51
"12072",4.056
"12073",4.263
"12074",5.06
"12075",5.311
"12076",5.663
"12077",5.567
"12078",4.979
"12079",3.635
"12080",3.751
"12081",4.947
"12082",4.856
"12083",5.504
"12084",5.347
"12085",4.033
"12086",1.532
"12087",1.969
"12088",3.232
"12089",3.374
"12090",3.148
"12091",3.463
"12092",4.11
"12093",4.308
"12094",3.64
"12095",2.873
"12096",3.36
"12097",3.573
"12098",3.963
"12099",3.902
"12100",3.378
"12101",2.819
"12102",3.489
"12103",4.284
"12104",4.132
"12105",1.604
"12106",3.264
"12107",3.675
"12108",2.722
"12109",2.541
"12110",2.636
"12111",2.763
"12112",5.227
"12113",4.852
"12114",4.888
"12115",3.616
"12116",3.899
"12117",3.134
"12118",3.663
"12119",4.188
"12120",4.146
"12121",3.475
"12122",2.545
"12123",1.488
"12124",2.506
"12125",3.944
"12126",4.765
"12127",4.825
"12128",5.038
"12129",4.865
"12130",4.988
"12131",4.327
"12132",4.491
"12133",4.679
"12138",0.329
"12139",0.604
"12140",1.869
"12141",3.355
"12142",3.369
"12143",4.871
"12144",4.869
"12145",5.251
"12146",3.524
"12147",2.239
"12148",4.906
"12149",4.956
"12150",4.445
"12151",2.904
"12152",2.045
"12153",3.872
"12154",3.456
"12155",4.391
"12156",4.476
"12157",4.424
"12158",5.123
"12159",4.845
"12160",4.938
"12161",3.317
"12162",3.436
"12163",4.169
"12164",4.845
"12165",5.285
"12166",5.264
"12167",3.065
"12168",2.533
"12169",2.778
"12170",2.798
"12171",3.572
"12172",3.707
"12173",3.395
"12174",0.989
"12175",4.177
"12176",3.719
"12177",3.242
"12178",2.816
"12179",3.043
"12180",3.504
"12181",3.738
"12182",3.695
"12183",3.498
"12184",3.617
"12185",3.846
"12186",4.048
"12187",2.641
"12188",2.638
"12189",3.852
"12190",2.823
"12191",2.553
"12192",2.799
"12193",3.541
"12194",5.167
"12195",5.161
"12196",4.992
"12197",4.823
"12198",4.45
"12199",3.673
"12200",3.081
"12201",3.729
"12202",2.639
"12203",3.272
"12204",3.597
"12205",2.95
"12206",3.772
"12207",4.323
"12208",4.743
"12209",4.238
"12210",4.597
"12211",4.959
"12212",4.589
"12213",4.694
"12214",4.313
"12215",4.452
"12221",0.689
"12222",1.718
"12223",2.811
"12224",3.997
"12225",5.309
"12226",5.482
"12227",5.309
"12228",4.309
"12229",3.852
"12230",3.854
"12231",3.265
"12232",2.298
"12233",3.837
"12234",4.229
"12235",3.884
"12236",1.115
"12237",3.443
"12238",4.313
"12239",4.02
"12240",4.121
"12241",4.146
"12242",1.535
"12243",3.579
"12244",4.066
"12245",4.156
"12246",3.927
"12247",4.128
"12248",4.789
"12249",4.106
"12250",3.824
"12251",3.843
"12252",3.478
"12253",3.589
"12254",4.076
"12255",4.581
"12256",3.388
"12257",0.6
"12258",3.251
"12259",3.385
"12260",3.327
"12261",3.3
"12262",3.234
"12263",3.463
"12264",3.979
"12265",3.964
"12266",3.136
"12267",2.883
"12268",2.93
"12269",3.609
"12270",3.838
"12271",3.332
"12272",3.422
"12273",2.66
"12274",2.988
"12275",4.042
"12276",5.269
"12277",5.422
"12278",5.071
"12279",4.587
"12280",4.25
"12281",2.648
"12282",2.763
"12283",2.827
"12284",2.457
"12285",2.942
"12286",3.729
"12287",3.643
"12288",3.425
"12289",4.057
"12290",4.486
"12291",4.256
"12292",4.444
"12293",4.677
"12294",4.838
"12295",4.619
"12296",4.294
"12297",4.222
"12335",4.311
"12336",4.429
"12337",4.707
"12338",4.403
"12339",4.176
"12340",3.938
"12341",3.819
"12342",3.955
"12343",4.09
"12344",3.866
"12345",4.686
"12346",4.691
"12347",4.425
"12348",4.104
"12349",3.783
"12350",3.461
"12351",3.02
"12352",2.645
"12353",2.828
"12354",3.311
"12355",3.737
"12356",3.982
"12357",4.147
"12358",4.312
"12359",5.054
"12360",5.047
"12361",4.051
"12362",4.183
"12363",2.687
"12364",2.8
"12365",2.854
"12366",2.801
"12367",3.204
"12368",3.606
"12369",3.909
"12370",3.137
"12371",3.579
"12372",4.078
"12373",4.235
"12374",4.462
"12375",3.954
"12376",4.606
"12377",2.843
"12378",4.898
