"","Z"
"3890",4.761
"3891",4.154
"3892",3.402
"3893",3.524
"3894",4.769
"3895",4.59
"3896",4.596
"3897",3.853
"3898",4.882
"3899",4.678
"3900",4.397
"3901",4.094
"3902",4.522
"3903",5.068
"3904",4.809
"3905",4.343
"3906",4.132
"3907",3.2
"3908",3.425
"3909",4.095
"3910",4.371
"3911",4.524
"3912",4.842
"3913",3.538
"3914",3.585
"3915",4.123
"3916",4.06
"3917",4.214
"3918",4.222
"3919",4.418
"3920",4.213
"3921",4.327
"3922",4.483
"3923",4.506
"3924",4.979
"3925",4.798
"3926",4.478
"3927",4.436
"3928",3.727
"3929",3.39
"3930",3.47
"3931",4.246
"3932",4.84
"3933",5.104
"3934",5.356
"3935",5.031
"3940",4.631
"3941",5.141
"3942",4.997
"3943",5.006
"3944",2.569
"3945",4.127
"3946",3.404
"3947",3.846
"3948",5.075
"3949",4.622
"3950",4.823
"3951",4.197
"3952",3.134
"3953",3.881
"3954",3.57
"3955",3.521
"3956",2.611
"3957",3.299
"3958",2.539
"3959",1.075
"3960",1.142
"3961",4.389
"3962",8.664
"3963",10.943
"3964",9.446
"3965",3.974
"3966",4.028
"3967",4.521
"3968",4.642
"3969",4.877
"3970",5.168
"3971",5.016
"3972",5.073
"3973",4.935
"3974",3.506
"3975",2.809
"3976",3.222
"3977",4.382
"3978",4.667
"3979",4.8
"3980",3.556
"3981",1.289
"3982",4.469
"3983",4.601
"3984",4.893
"3985",4.346
"3986",3.473
"3987",1.502
"3988",3.328
"3989",3.847
"3990",3.732
"3991",4.224
"3992",4.415
"3993",4.221
"3994",4.061
"3995",3.888
"3996",2.31
"3997",3.008
"3998",3.566
"3999",4.223
"4000",4.397
"4001",4.815
"4002",4.895
"4003",4.721
"4004",4.517
"4005",4.112
"4006",3.672
"4007",4.1
"4008",2.012
"4009",3.812
"4010",4.107
"4011",4.111
"4012",3.899
"4013",4.619
"4014",5.151
"4015",5.375
"4016",5.353
"4017",5.012
"4022",0.492
"4023",5.22
"4024",5.085
"4025",3.747
"4026",2.91
"4027",4.53
"4028",3.823
"4029",4.333
"4030",4.687
"4031",4.686
"4032",4.123
"4033",3.724
"4034",2.537
"4035",2.029
"4036",2.011
"4037",2.864
"4038",1.936
"4039",2.277
"4040",2.197
"4041",1.766
"4042",0.164
"4043",3.48
"4044",6.266
"4045",5.407
"4046",4.767
"4047",4.4
"4048",4.03
"4049",2.819
"4050",1.683
"4051",4.684
"4052",5.252
"4053",4.965
"4054",4.933
"4055",4.585
"4056",3.925
"4057",2.704
"4058",3.697
"4059",4.725
"4060",4.302
"4061",4.303
"4062",4.819
"4063",4.603
"4064",3.983
"4065",3.616
"4066",4.17
"4067",3.837
"4068",4.471
"4069",3.652
"4070",3.958
"4071",4.319
"4072",3.882
"4073",3.693
"4074",3.975
"4075",4.436
"4076",2.177
"4077",3.864
"4078",2.51
"4079",2.67
"4080",3.367
"4081",3.819
"4082",2.873
"4083",4.538
"4084",4.491
"4085",4.465
"4086",4.429
"4087",4.007
"4088",3.679
"4089",3.693
"4090",4.254
"4091",4.607
"4092",4.064
"4093",3.626
"4094",3.9
"4095",4.654
"4096",5.182
"4097",4.973
"4098",4.959
"4099",4.56
"4104",3.169
"4105",4.351
"4106",4.823
"4107",5.31
"4108",5.365
"4109",4.723
"4110",3.68
"4111",3.946
"4112",4.422
"4113",4.44
"4114",3.852
"4115",2.378
"4116",1.239
"4117",1.041
"4118",1.069
"4119",1.848
"4120",2.105
"4121",2.508
"4122",2.312
"4123",1.95
"4124",0.393
"4125",1.012
"4126",2.368
"4127",1.287
"4128",4.289
"4129",4.844
"4130",4.868
"4131",4.461
"4132",3.752
"4133",4.715
"4134",4.127
"4135",4.807
"4136",5.08
"4137",4.604
"4138",4.057
"4139",3.253
"4140",4.297
"4141",4.039
"4142",4.331
"4143",4.623
"4144",4.689
"4145",4.669
"4146",4.18
"4147",3.308
"4148",3.531
"4149",2.133
"4150",2.9
"4151",4.84
"4152",4.508
"4153",4.611
"4154",4.5
"4155",4.499
"4156",4.184
"4157",4.272
"4158",4.405
"4159",3.322
"4160",2.37
"4161",3.009
"4162",3.066
"4163",1.986
"4164",0.471
"4165",4.612
"4166",4.741
"4167",4.721
"4168",4.69
"4169",4.243
"4170",3.333
"4171",3.578
"4172",4.384
"4173",4.693
"4174",4.326
"4175",4.141
"4176",4.398
"4177",4.529
"4178",4.808
"4179",4.955
"4180",5.147
"4181",3.987
"4186",4.261
"4187",4.02
"4188",4.572
"4189",5.111
"4190",5.092
"4191",4.758
"4192",3.422
"4193",3.84
"4194",3.997
"4195",4.019
"4196",3.442
"4197",2.308
"4198",1.442
"4199",0.771
"4200",0.03
"4201",0.493
"4202",2.63
"4203",2.94
"4204",1.995
"4205",2.85
"4206",2.352
"4207",2.463
"4208",3.34
"4209",4.523
"4210",4.681
"4211",4.843
"4212",5.005
"4213",5.164
"4214",5.344
"4215",3.309
"4216",0.677
"4217",4.275
"4218",4.006
"4219",4.289
"4220",4.126
"4221",3.879
"4222",3.896
"4223",3.773
"4224",4.541
"4225",4.843
"4226",4.782
"4227",4.36
"4228",3.961
"4229",3.442
"4230",3.366
"4231",4.388
"4232",5.162
"4233",4.818
"4234",4.709
"4235",1.659
"4236",4.428
"4237",4.091
"4238",3.551
"4239",3.793
"4240",4.056
"4241",3.965
"4242",4.475
"4243",4.099
"4244",3.204
"4245",2.675
"4246",3.066
"4247",4.812
"4248",4.399
"4249",4.468
"4250",4.353
"4251",4.078
"4252",3.758
"4253",3.806
"4254",4.507
"4255",4.853
"4256",4.522
"4257",5.031
"4258",4.448
"4259",3.944
"4260",4.396
"4261",4.274
"4262",4.018
"4263",3.415
"4268",4.25
"4269",4.087
"4270",4.704
"4271",5.217
"4272",5.117
"4273",3.803
"4274",4.092
"4275",4.253
"4276",3.833
"4277",4.456
"4278",3.593
"4279",2.966
"4280",1.612
"4281",1.352
"4282",0.025
"4283",0.936
"4284",2.249
"4285",1.917
"4286",1.684
"4287",4.433
"4288",4.345
"4289",4.154
"4290",3.776
"4291",4.243
"4292",4.894
"4293",4.588
"4294",4.673
"4295",5.173
"4296",5.479
"4297",4.606
"4298",0.817
"4299",3.003
"4300",3.959
"4301",4.56
"4302",4.479
"4303",3.286
"4304",0.453
"4305",3.874
"4306",4.477
"4307",4.787
"4308",4.812
"4309",4.721
"4310",4.115
"4311",3.535
"4312",2.625
"4313",3.597
"4314",5.107
"4315",4.688
"4316",4.675
"4317",4.765
"4318",4.008
"4319",3.507
"4320",3.477
"4321",3.776
"4322",4.172
"4323",4.073
"4324",4.475
"4325",4.271
"4326",4.653
"4327",3.762
"4328",2.69
"4329",4.26
"4330",3.905
"4331",3.966
"4332",4.1
"4333",4.116
"4334",4.784
"4335",4.883
"4336",4.587
"4337",4.525
"4338",5.324
"4339",4.932
"4340",4.348
"4341",2.836
"4342",2.775
"4343",4.098
"4344",4.351
"4345",5.09
"4350",4.474
"4351",4.289
"4352",4.797
"4353",5.29
"4354",4.788
"4355",0.951
"4356",4.371
"4357",4.084
"4358",3.689
"4359",2.703
"4360",1.654
"4361",0.57
"4362",1.172
"4363",1.767
"4364",0.093
"4365",1.558
"4366",3.268
"4367",2.112
"4368",3.858
"4369",2.794
"4370",5.182
"4371",4.1
"4372",3.915
"4373",4.435
"4374",4.674
"4375",4.432
"4376",4.409
"4377",4.734
"4378",4.116
"4379",3.723
"4380",1.074
"4381",0.182
"4382",2.923
"4383",4.654
"4384",4.887
"4385",4.755
"4386",4.051
"4387",3.776
"4388",3.749
"4389",3.655
"4390",3.734
"4391",4.043
"4392",3.69
"4393",4.283
"4394",3.717
"4395",2.219
"4396",3.789
"4397",3.907
"4398",4.811
"4399",4.475
"4400",3.891
"4401",3.967
"4402",4.599
"4403",4.348
"4404",4.721
"4405",4.197
"4406",4.945
"4407",4.223
"4408",4.105
"4409",3.699
"4410",3.13
"4411",3.609
"4412",3.64
"4413",3.843
"4414",4.66
"4415",4.641
"4416",4.913
"4417",4.81
"4418",4.026
"4419",4.548
"4420",4.863
"4421",4.366
"4422",3.35
"4423",2.24
"4424",2.669
"4425",3.281
"4426",4.287
"4427",5.069
"4432",4.66
"4433",4.595
"4434",3.563
"4435",4.246
"4436",4.943
"4437",4.002
"4438",4.688
"4439",4.595
"4440",4.586
"4441",3.647
"4442",3.074
"4443",2.412
"4444",1.664
"4445",1.889
"4446",2.735
"4447",3.873
"4448",3.419
"4449",4.024
"4450",4.175
"4451",4.96
"4452",5.61
"4453",5.369
"4454",4.596
"4455",5.03
"4456",4.465
"4457",4.442
"4458",4.625
"4459",4.294
"4460",4.189
"4461",3.575
"4462",2.872
"4463",3.325
"4464",3.749
"4465",3.14
"4466",3.2
"4467",2.164
"4468",2.475
"4469",3.536
"4470",2.881
"4471",2.294
"4472",1.473
"4473",3.21
"4474",4.384
"4475",4.92
"4476",4.919
"4477",3.922
"4478",2.53
"4479",3.405
"4480",4.002
"4481",3.45
"4482",3.185
"4483",3.852
"4484",4.36
"4485",4.315
"4486",4.477
"4487",4.095
"4488",4.637
"4489",4.343
"4490",4.008
"4491",3.699
"4492",2.85
"4493",2.921
"4494",3.647
"4495",4.6
"4496",1.251
"4497",2.321
"4498",4.847
"4499",4.739
"4500",3.599
"4501",4.2
"4502",3.906
"4503",3.995
"4504",3.648
"4505",3.732
"4506",4.033
"4507",3.374
"4508",3.936
"4509",4.859
"4514",4.862
"4515",5.084
"4516",4.237
"4517",3.407
"4518",3.986
"4519",4.552
"4520",4.689
"4521",0.647
"4522",4.306
"4523",4.395
"4524",3.828
"4525",2.621
"4526",0.92
"4527",2.192
"4528",4.398
"4529",4.271
"4530",4.009
"4531",3.718
"4532",4.581
"4533",5.303
"4534",5.872
"4535",5.636
"4536",5.508
"4537",4.967
"4538",4.128
"4539",0.631
"4540",4.423
"4541",2.508
"4542",3.368
"4543",4.574
"4544",3.235
"4545",1.702
"4546",2.126
"4547",0.142
"4548",2.84
"4549",4.102
"4550",3.664
"4551",3.964
"4552",3.666
"4553",3.064
"4554",2.655
"4555",3.99
"4556",4.568
"4557",4.667
"4558",4.555
"4559",4.332
"4560",3.145
"4561",2.676
"4562",2.948
"4563",3.601
"4564",4.186
"4565",4.121
"4566",4.258
"4567",4.235
"4568",4.428
"4569",4.116
"4570",4.519
"4571",4.027
"4572",4.045
"4573",3.776
"4574",4.086
"4575",4.133
"4576",4.067
"4577",4.49
"4578",4.948
"4579",5.032
"4580",4.608
"4581",4.005
"4582",4.424
"4583",1.32
"4584",2.17
"4585",3.578
"4586",4.036
"4587",4.284
"4588",4.527
"4589",4.667
"4590",3.544
"4591",4.652
"4596",4.458
"4597",4.777
"4598",4.278
"4599",3.654
"4600",4.044
"4601",4.269
"4602",4.166
"4603",2.924
"4604",4.309
"4605",4.904
"4606",4.437
"4607",2.248
"4608",2.076
"4609",2.876
"4610",4.887
"4611",4.489
"4612",4.047
"4613",3.688
"4614",4.818
"4615",5.594
"4616",5.837
"4617",5.88
"4618",5.461
"4619",4.547
"4620",2.834
"4621",1.952
"4622",3.525
"4623",4.37
"4624",4.726
"4625",4.759
"4626",3.688
"4627",4.161
"4628",0.091
"4629",0.033
"4630",1.762
"4631",3.026
"4632",4.614
"4633",3.703
"4634",3.604
"4635",4.012
"4636",3.779
"4637",3.588
"4638",4.109
"4639",4.689
"4640",4.762
"4641",4.043
"4642",3.033
"4643",2.579
"4644",3.068
"4645",4.166
"4646",4.768
"4647",4.687
"4648",4.988
"4649",4.106
"4650",4.13
"4651",4.651
"4652",3.741
"4653",3.198
"4654",4.164
"4655",4.172
"4656",4.339
"4657",4.844
"4658",4.125
"4659",3.872
"4660",4.382
"4661",4.447
"4662",3.454
"4663",2.778
"4664",3.813
"4665",3.06
"4666",1.315
"4667",3.495
"4668",4.526
"4669",4.328
"4670",4.363
"4671",4.667
"4672",3.613
"4673",4.445
"4678",4.557
"4679",4.115
"4680",4.178
"4681",3.413
"4682",4.259
"4683",4.218
"4684",4.33
"4685",4.336
"4686",4.96
"4687",4.99
"4688",4.626
"4689",3.531
"4690",3.889
"4691",4.146
"4692",4.916
"4693",4.74
"4694",4.573
"4695",4.227
"4696",4.42
"4697",4.497
"4698",5.435
"4699",5.4
"4700",5.458
"4701",4.749
"4702",2.75
"4703",2.046
"4704",2.435
"4705",4.407
"4706",4.613
"4707",4.873
"4708",4.604
"4709",4.859
"4710",4.299
"4711",0.837
"4712",0.9
"4713",2.932
"4714",4.765
"4715",1.772
"4716",2.875
"4717",5.312
"4718",4.61
"4719",4.025
"4720",4.311
"4721",4.734
"4722",4.983
"4723",5.354
"4724",2.755
"4725",2.867
"4726",3.57
"4727",4.007
"4728",5.065
"4729",5.225
"4730",5.036
"4731",4.229
"4732",3.53
"4733",1.768
"4734",1.787
"4735",2.553
"4736",3.708
"4737",4.345
"4738",4.559
"4739",4.685
"4740",4.778
"4741",3.543
"4742",3.334
"4743",3.879
"4744",3.156
"4745",2.354
"4746",1.953
"4747",1.665
"4748",1.377
"4749",3.875
"4750",4.129
"4751",4.017
"4752",4.583
"4753",4.702
"4754",3.632
"4755",4.237
"4760",4.424
"4761",3.279
"4762",5.686
"4763",4.826
"4764",4.962
"4765",3.747
"4766",3.974
"4767",4.616
"4768",4.744
"4769",4.388
"4770",3.566
"4771",3.845
"4772",4.468
"4773",4.663
"4774",3.871
"4775",5.181
"4776",5.005
"4777",4.864
"4778",4.045
"4779",4.331
"4780",4.383
"4781",4.827
"4782",4.597
"4783",4.546
"4784",3.42
"4785",2.774
"4786",3.934
"4787",4.193
"4788",4.815
"4789",4.875
"4790",4.275
"4791",4.584
"4792",4.221
"4793",4.432
"4794",3.513
"4795",4.11
"4796",4.574
"4797",3.768
"4798",4.309
"4799",5.158
"4800",4.117
"4801",4.025
"4802",3.977
"4803",4.657
"4804",5.173
"4805",5.167
"4806",4.912
"4807",4.733
"4808",4.771
"4809",3.887
"4810",4.136
"4811",4.78
"4812",5.043
"4813",3.807
"4814",3.832
"4815",2.93
"4816",2.271
"4817",3.205
"4818",3.796
"4819",3.893
"4820",4.682
"4821",4.5
"4822",3.743
"4823",3.125
"4824",2.203
"4825",3.618
"4826",3.324
"4827",1.719
"4828",1.362
"4829",1.34
"4830",1.305
"4831",2.897
"4832",0.937
"4833",2.987
"4834",3.271
"4835",3.687
"4836",3.874
"4837",4.03
"4842",4.401
"4843",5.747
"4844",5.654
"4845",5.287
"4846",5.408
"4847",3.572
"4848",3.458
"4849",3.927
"4850",3.775
"4851",3.59
"4852",4.272
"4853",4.145
"4854",4.309
"4855",4.363
"4856",2.126
"4857",5.181
"4858",4.426
"4859",4.735
"4860",3.998
"4861",4.215
"4862",4.524
"4863",4.672
"4864",4.657
"4865",4.814
"4866",4.57
"4867",4.148
"4868",4.071
"4869",4.046
"4870",4.587
"4871",4.855
"4872",3.917
"4873",3.656
"4874",4.008
"4875",5.093
"4876",4.9
"4877",4.905
"4878",4.83
"4879",4.319
"4880",3.819
"4881",4.751
"4882",3.922
"4883",2.657
"4884",2.826
"4885",4.151
"4886",5.178
"4887",5.061
"4888",5.261
"4889",4.492
"4890",4.397
"4891",3.454
"4892",3.242
"4893",3.37
"4894",3.69
"4895",4.134
"4896",4.305
"4897",4.029
"4898",4.335
"4899",4.473
"4900",4.006
"4901",4.265
"4902",4.565
"4903",4.645
"4904",4.168
"4905",3.09
"4906",2.025
"4907",2.028
"4908",1.937
"4909",1.169
"4910",0.398
"4911",0.537
"4912",1.035
"4913",1.711
"4914",2.449
"4915",2.822
"4916",3.544
"4917",3.745
"4918",5.529
"4919",3.823
"4924",4.144
"4925",2.024
"4926",3.966
"4927",2.049
"4928",5.734
"4929",5.123
"4930",4.038
"4931",3.872
"4932",3.472
"4933",4.002
"4934",4.295
"4935",4.511
"4936",4.825
"4937",4.123
"4938",4.167
"4939",4.479
"4940",4.497
"4941",4.105
"4942",4.091
"4943",3.091
"4944",3.486
"4945",3.048
"4946",4.32
"4947",4.317
"4948",4.785
"4949",5.021
"4950",4.02
"4951",3.951
"4952",3.712
"4953",4.352
"4954",3.884
"4955",4.352
"4956",4.826
"4957",4.867
"4958",5.524
"4959",4.365
"4960",3.645
"4961",4.033
"4962",4.549
"4963",4.635
"4964",3.892
"4965",2.879
"4966",3.351
"4967",2.026
"4968",4.304
"4969",4.655
"4970",4.751
"4971",4.336
"4972",4.441
"4973",3.515
"4974",3.374
"4975",2.849
"4976",4.29
"4977",4.802
"4978",4.455
"4979",4.187
"4980",4.951
"4981",5.052
"4982",3.863
"4983",3.655
"4984",4.126
"4985",4.442
"4986",4.12
"4987",1.208
"4988",3.669
"4989",0.034
"4990",0.068
"4991",0.126
"4992",0.941
"4993",1.852
"4994",2.48
"4995",0.266
"4996",2.19
"4997",2.829
"4998",4.746
"4999",5.266
"5000",5.432
"5001",3.616
"5006",3.831
"5007",4.711
"5008",5.43
"5009",5.558
"5010",5.212
"5011",5.241
"5012",4.484
"5013",3.215
"5014",3.799
"5015",4.452
"5016",4.288
"5017",4.818
"5018",4.641
"5019",4.516
"5020",3.958
"5021",4.006
"5022",3.903
"5023",3.213
"5024",4.085
"5025",4.096
"5026",3.314
"5027",3.983
"5028",3.705
"5029",4.435
"5030",4.344
"5031",4.699
"5032",4.149
"5033",2.355
"5034",2.552
"5035",3.399
"5036",4.242
"5037",4.435
"5038",5.19
"5039",4.509
"5040",4.871
"5041",3.574
"5042",1.19
"5043",2.264
"5044",4.811
"5045",3.755
"5046",4.154
"5047",3.75
"5048",5.432
"5049",3.295
"5050",0.907
"5051",3.44
"5052",4.655
"5053",4.944
"5054",4.623
"5055",4.246
"5056",3.614
"5057",3.062
"5058",3.799
"5059",4.601
"5060",4.38
"5061",4.258
"5062",5.196
"5063",5.349
"5064",4.59
"5065",3.821
"5066",3.654
"5067",3.909
"5068",4.196
"5069",2.037
"5070",2.256
"5071",2.218
"5072",0.364
"5073",0.822
"5074",1.464
"5075",2.972
"5076",3.977
"5077",2.941
"5078",2.749
"5079",3.021
"5080",5.007
"5081",5.381
"5082",5.499
"5083",3.409
"5088",3.794
"5089",3.823
"5090",4.396
"5091",5.959
"5092",5.677
"5093",4.999
"5094",3.795
"5095",3.399
"5096",4.427
"5097",4.472
"5098",4.416
"5099",4.647
"5100",4.852
"5101",1.855
"5102",2.453
"5103",3.935
"5104",3.927
"5105",3.576
"5106",4.658
"5107",4.659
"5108",4.591
"5109",4.351
"5110",4.094
"5111",4.524
"5112",4.436
"5113",4.365
"5114",4.385
"5115",4.644
"5116",4.42
"5117",3.369
"5118",4.052
"5119",4.499
"5120",4.276
"5121",4.372
"5122",4.555
"5123",3.846
"5124",2.025
"5125",0.21
"5126",1.266
"5127",2.546
"5128",4.576
"5129",4.912
"5130",5.318
"5131",4.739
"5132",4.091
"5133",0.948
"5134",3.241
"5135",4.851
"5136",4.646
"5137",4.301
"5138",4.421
"5139",3.84
"5140",3.718
"5141",4.475
"5142",4.928
"5143",4.794
"5144",5.244
"5145",5.113
"5146",4.399
"5147",3.149
"5148",3.018
"5149",2.688
"5150",4.65
"5151",4.447
"5152",4.632
"5153",3.851
"5154",2.023
"5155",2.124
"5156",2.045
"5157",2.969
"5158",3.802
"5159",4.414
"5160",3.772
"5161",3.682
"5162",4.613
"5163",5.147
"5164",5.033
"5165",3.202
"5170",3.559
"5171",3.986
"5172",4.594
"5173",4.941
"5174",5.269
"5175",1.767
"5176",2.999
"5177",4.311
"5178",4.07
"5179",3.645
"5180",4.936
"5181",4.907
"5182",4.875
"5183",0.983
"5184",3.37
"5185",4.176
"5186",3.953
"5187",4.207
"5188",4.818
"5189",4.731
"5190",4.616
"5191",4.226
"5192",4.026
"5193",4.258
"5194",4.715
"5195",3.723
"5196",4.687
"5197",4.969
"5198",4.256
"5199",3.591
"5200",4.049
"5201",4.354
"5202",4.413
"5203",3.446
"5204",4.276
"5205",4.264
"5206",3.543
"5207",1.747
"5208",0.029
"5209",3.046
"5210",4.658
"5211",5.153
"5212",5.063
"5213",5.084
"5214",3.694
"5215",0.765
"5216",3.434
"5217",4.725
"5218",4.911
"5219",4.793
"5220",4.837
"5221",4.336
"5222",3.757
"5223",4.604
"5224",5.046
"5225",5.014
"5226",4.409
"5227",4.28
"5228",3.74
"5229",3.378
"5230",3.029
"5231",0.892
"5232",2.791
"5233",4.594
"5234",4.658
"5235",4
"5236",3.527
"5237",2.945
"5238",2.301
"5239",3.069
"5240",3.914
"5241",4.692
"5242",5.208
"5243",5.304
"5244",4.871
"5245",4.377
"5246",4.31
"5247",2.994
"5252",3.467
"5253",3.849
"5254",4.089
"5255",4.387
"5256",4.669
"5257",3.576
"5258",4.716
"5259",4.553
"5260",4.32
"5261",3.731
"5262",4.492
"5263",4.684
"5264",4.588
"5265",4.216
"5266",4.287
"5267",4.289
"5268",3.781
"5269",3.845
"5270",3.838
"5271",4.075
"5272",4.248
"5273",4.245
"5274",3.826
"5275",3.864
"5276",4.981
"5277",5.056
"5278",2.836
"5279",5.527
"5280",4.216
"5281",4.318
"5282",5.196
"5283",2.628
"5284",0.828
"5285",2.062
"5286",3.872
"5287",3.452
"5288",3.637
"5289",3.409
"5290",1.081
"5291",2.494
"5292",4.815
"5293",2.77
"5294",4.847
"5295",5.415
"5296",4.225
"5297",1.728
"5298",3.331
"5299",4.517
"5300",4.985
"5301",5.284
"5302",4.917
"5303",4.08
"5304",3.428
"5305",2.804
"5306",3.525
"5307",4.308
"5308",4.802
"5309",3.764
"5310",3.872
"5311",3.872
"5312",4.155
"5313",4.215
"5314",4.284
"5315",4.587
"5316",3.809
"5317",1.943
"5318",4.071
"5319",3.419
"5320",1.734
"5321",3.417
"5322",4.299
"5323",4.789
"5324",5.296
"5325",5.245
"5326",4.885
"5327",4.319
"5328",4.205
"5329",3.211
"5334",2.528
"5335",3.9
"5336",1.636
"5337",1.092
"5338",1.962
"5339",2.859
"5340",4.484
"5341",4.849
"5342",4.621
"5343",4.088
"5344",4.011
"5345",3.523
"5346",4.126
"5347",4.322
"5348",4.279
"5349",4.562
"5350",3.816
"5351",3.045
"5352",2.842
"5353",3.71
"5354",4.284
"5355",3.948
"5356",3.407
"5357",3.437
"5358",4.26
"5359",5.051
"5360",5.732
"5361",5.755
"5362",5.56
"5363",4.978
"5364",4.931
"5365",4.371
"5366",1.826
"5367",1.803
"5368",3.844
"5369",3.763
"5370",4.159
"5371",4.023
"5372",3.697
"5373",4.228
"5374",4.76
"5375",2.93
"5376",3.933
"5377",3.692
"5378",4.263
"5379",3.994
"5380",3.284
"5381",3.686
"5382",4.414
"5383",4.868
"5384",4.825
"5385",4.426
"5386",4.604
"5387",3.701
"5388",3.135
"5389",3.066
"5390",3.583
"5391",4.377
"5392",4.496
"5393",4.322
"5394",4.23
"5395",4.059
"5396",4.13
"5397",4.373
"5398",3.195
"5399",3.344
"5400",3.814
"5401",4.214
"5402",3.22
"5403",2.581
"5404",4.507
"5405",4.695
"5406",5.159
"5407",5.01
"5408",5.078
"5409",4.646
"5410",4.136
"5411",3.072
"5416",3.531
"5417",4.586
"5418",4.136
"5419",4.21
"5420",4.497
"5421",3.922
"5422",1.408
"5423",4.817
"5424",4.47
"5425",4.137
"5426",3.558
"5427",4.341
"5428",4.765
"5429",4.701
"5430",4.383
"5431",4.837
"5432",4.761
"5433",4.175
"5434",3.31
"5435",4.116
"5436",4.219
"5437",4.021
"5438",3.871
"5439",4
"5440",3.94
"5441",4.707
"5442",4.298
"5443",2.546
"5444",3.799
"5445",5.007
"5446",4.909
"5447",4.652
"5448",4.37
"5449",3.809
"5450",4.152
"5451",4.41
"5452",4.465
"5453",4.123
"5454",3.864
"5455",4.06
"5456",4.024
"5457",3.861
"5458",3.096
"5459",3.958
"5460",4.177
"5461",4.457
"5462",3.899
"5463",3.163
"5464",4.213
"5465",4.412
"5466",4.679
"5467",4.667
"5468",4.259
"5469",4.01
"5470",3.57
"5471",3.044
"5472",3.441
"5473",4.993
"5474",4.919
"5475",4.479
"5476",4.1
"5477",3.839
"5478",3.532
"5479",3.873
"5480",3.711
"5481",3.741
"5482",3.972
"5483",4.761
"5484",4.23
"5485",2.859
"5486",3.121
"5487",4.635
"5488",4.916
"5489",5.016
"5490",5.048
"5491",4.197
"5492",3.499
"5493",2.919
"5498",4.611
"5499",4.691
"5500",4.644
"5501",2.887
"5502",1.412
"5503",4.764
"5504",4.762
"5505",4.651
"5506",4.307
"5507",4.015
"5508",4.314
"5509",4.304
"5510",4.335
"5511",1.758
"5512",4.024
"5513",4.548
"5514",4.496
"5515",3.091
"5516",3.445
"5517",4.039
"5518",4.343
"5519",4.083
"5520",4.044
"5521",4.443
"5522",3.331
"5523",3.881
"5524",4.674
"5525",4.852
"5526",4.26
"5527",4.4
"5528",5.139
"5529",5.082
"5530",5.16
"5531",4.316
"5532",4.04
"5533",4.008
"5534",3.796
"5535",3.501
"5536",3.596
"5537",2.266
"5538",2.049
"5539",1.78
"5540",1.986
"5541",4.048
"5542",4.294
"5543",4.438
"5544",4.568
"5545",4.183
"5546",4.337
"5547",4.097
"5548",4.533
"5549",3.867
"5550",4.006
"5551",4.141
"5552",3.765
"5553",3.183
"5554",3.435
"5555",4.936
"5556",5.007
"5557",4.932
"5558",4.342
"5559",4.049
"5560",3.747
"5561",3.948
"5562",3.577
"5563",4.351
"5564",4.801
"5565",4.741
"5566",4.5
"5567",4.192
"5568",3.687
"5569",3.454
"5570",3.975
"5571",4.787
"5572",4.192
"5573",2.706
"5574",3.833
"5575",2.915
"5580",4.659
"5581",4.271
"5582",4.799
"5583",3.803
"5584",3.777
"5585",3.768
"5586",4.221
"5587",4.448
"5588",4.394
"5589",4.478
"5590",4.953
"5591",3.284
"5592",4.003
"5593",3.693
"5594",3.525
"5595",4.011
"5596",4.469
"5597",3.082
"5598",2.569
"5599",3.523
"5600",4.274
"5601",4.186
"5602",4.119
"5603",4.422
"5604",3.631
"5605",2.823
"5606",3.841
"5607",4.309
"5608",3.88
"5609",4.623
"5610",5.122
"5611",5.305
"5612",5.451
"5613",4.942
"5614",4.143
"5615",3.715
"5616",3.796
"5617",3.816
"5618",4.203
"5619",2.344
"5620",0.071
"5621",0.278
"5622",0.836
"5623",3.604
"5624",4.606
"5625",4.744
"5626",4.073
"5627",4.657
"5628",3.839
"5629",3.563
"5630",4.029
"5631",3.72
"5632",4.524
"5633",4.889
"5634",5.244
"5635",4.453
"5636",3.432
"5637",3.799
"5638",4.176
"5639",4.806
"5640",4.099
"5641",3.335
"5642",3.734
"5643",4.282
"5644",4.099
"5645",4.338
"5646",4.682
"5647",4.795
"5648",4.437
"5649",4.146
"5650",2.404
"5651",3.825
"5652",4.112
"5653",4.512
"5654",1.485
"5655",2.299
"5656",4.722
"5657",2.1
"5662",4.608
"5663",4.405
"5664",4.315
"5665",4.319
"5666",4.634
"5667",4.121
"5668",4.401
"5669",4.533
"5670",3.953
"5671",4.095
"5672",4.452
"5673",4.002
"5674",3.737
"5675",3.914
"5676",4.062
"5677",3.982
"5678",3.219
"5679",2.517
"5680",3.15
"5681",3.592
"5682",4.316
"5683",4.121
"5684",4.308
"5685",4.319
"5686",3.688
"5687",2.782
"5688",3.386
"5689",3.716
"5690",3.742
"5691",4.205
"5692",5.22
"5693",5.213
"5694",5.509
"5695",4.955
"5696",4.155
"5697",3.232
"5698",3.378
"5699",4.016
"5700",3.073
"5701",3.826
"5702",4.217
"5703",2.988
"5704",0.627
"5705",3.019
"5706",4.36
"5707",4.859
"5708",2.072
"5709",2.821
"5710",0.537
"5711",3.176
"5712",3.266
"5713",3.647
"5714",4.583
"5715",5.248
"5716",5.276
"5717",4.833
"5718",4.298
"5719",3.178
"5720",3.389
"5721",4.105
"5722",5.029
"5723",4.959
"5724",4.615
"5725",4.73
"5726",4.108
